,Close,Date,High,Low,Open,close_predicted,open_predicted
0,1238.05,2017-02-28,1248.0,1228.5,1232.0,1225.3303648615004,1229.5341718600964
0,1238.9,2017-02-27,1256.8,1190.35,1190.5,1181.136524727375,1196.1955876475636
0,1182.75,2017-02-23,1222.0,1179.35,1213.6,1200.9994349540264,1207.4543286134333
0,1207.5,2017-02-22,1211.65,1092.0,1093.0,1080.5162450871564,1116.4329123777159
0,1088.2,2017-02-21,1090.95,1073.05,1075.2,1061.2689139183049,1075.5441970652348
0,1075.4,2017-02-20,1078.85,1066.5,1070.55,1056.1619359854924,1069.4497998959446
0,1075.5,2017-02-17,1078.2,1058.45,1066.5,1051.8423430379314,1067.5706789459437
0,1067.5,2017-02-16,1069.45,1052.55,1052.55,1037.6314435661156,1052.9562287570238
0,1051.3,2017-02-15,1057.5,1045.25,1052.9,1037.07310540001,1051.0229994270658
0,1049.8,2017-02-14,1052.9,1029.9,1035.0,1018.8097649104232,1036.7028555256265
0,1029.85,2017-02-13,1034.0,1022.0,1033.0,1016.21855462384,1032.0153090234705
0,1030.15,2017-02-10,1035.55,1025.55,1035.0,1018.232880512174,1033.0337001412965
0,1032.75,2017-02-09,1034.0,1026.8,1028.0,1011.7641091039116,1026.549904479046
0,1025.15,2017-02-08,1038.25,1022.0,1030.9,1013.0365819120764,1027.6513049248076
0,1030.9,2017-02-07,1042.35,1027.2,1042.0,1024.6245050909267,1039.2725241216033
0,1041.65,2017-02-06,1044.9,1032.05,1037.0,1020.8402492385467,1036.2696408223594
0,1033.65,2017-02-03,1050.45,1030.1,1046.0,1028.153827574444,1042.6118228685853
0,1043.5,2017-02-02,1050.8,1038.25,1050.0,1033.6870221405638,1047.9815730485686
0,1049.65,2017-02-01,1050.9,1035.2,1046.1,1030.3886892162227,1046.9462966298317
0,1045.2,2017-01-31,1053.8,1040.3,1046.85,1030.4728841978404,1044.393609675488
0,1044.8,2017-01-30,1046.45,1024.8,1024.95,1008.6465023781043,1026.6955863169392
0,1025.1,2017-01-27,1028.9,1019.0,1020.25,1003.30915487122,1018.5592656224383
0,1017.3,2017-01-25,1032.7,1016.15,1032.0,1013.5724860918879,1028.2822506788393
0,1027.3,2017-01-24,1028.8,1017.0,1017.0,1000.2451903109286,1016.5320240910039
0,1015.9,2017-01-23,1031.0,1012.8,1021.8,1003.2215710874264,1018.3390984340756
0,1025.8,2017-01-20,1037.45,1023.9,1033.95,1016.3514834113034,1030.6205372116126
0,1033.7,2017-01-19,1045.3,1031.0,1035.15,1017.9141143088966,1031.7679962261911
0,1032.55,2017-01-18,1048.0,1028.75,1042.6,1024.8356668633126,1039.3663073981118
0,1041.25,2017-01-17,1068.0,1038.5,1065.0,1046.461006075227,1060.5591668137724
0,1076.25,2017-01-16,1093.95,1073.95,1089.95,1074.2854367022267,1085.9738491126493
0,1090.4,2017-01-13,1097.5,1084.55,1084.55,1070.6473747952966,1082.0680664640156
0,1083.3,2017-01-12,1090.35,1079.8,1087.0,1072.8640808913499,1084.2586262708378
0,1086.05,2017-01-11,1095.7,1084.0,1095.0,1080.7836663909536,1091.723086421436
0,1089.85,2017-01-10,1094.4,1080.0,1080.0,1066.1821282574776,1078.7812010942466
0,1077.7,2017-01-09,1086.0,1071.0,1077.0,1062.273490858054,1074.8463547218928
0,1074.95,2017-01-06,1085.0,1073.1,1074.2,1059.332435971132,1070.5155382866496
0,1077.4,2017-01-05,1079.9,1068.75,1071.0,1056.8331127495444,1069.8823851716502
0,1067.15,2017-01-04,1093.0,1064.3,1092.9,1075.8236223476636,1088.556521527781
0,1089.4,2017-01-03,1097.0,1081.1,1089.85,1075.7528053785834,1088.2106203300427
0,1085.1,2017-01-02,1090.0,1072.35,1084.0,1069.797797195996,1083.8704641529173
0,1082.4,2016-12-30,1085.0,1063.1,1064.8,1050.3901416488259,1066.1564249613014
0,1065.45,2016-12-29,1068.8,1049.5,1050.0,1034.7661591215,1050.4997496151457
0,1049.7,2016-12-28,1069.55,1047.1,1067.9,1050.597287924696,1064.022203827255
0,1064.7,2016-12-27,1067.1,1047.0,1047.85,1032.6084012472922,1048.8970732386445
0,1047.45,2016-12-26,1066.0,1044.65,1054.35,1037.0352853049576,1050.285115418767
0,1057.3,2016-12-23,1068.95,1052.0,1052.0,1035.8593071906876,1048.9758522825427
0,1053.35,2016-12-22,1062.65,1050.95,1058.0,1042.0844288057453,1054.8475015655406
0,1063.25,2016-12-21,1067.3,1057.2,1060.1,1045.1337258878464,1058.2610845855006
0,1057.9,2016-12-20,1061.0,1053.15,1054.7,1039.620267587891,1052.6427005881617
0,1062.55,2016-12-19,1066.95,1054.35,1055.0,1039.8495804134438,1053.5500384436232
0,1057.15,2016-12-16,1062.0,1052.0,1052.0,1036.6529397000202,1049.7709970677427
0,1052.95,2016-12-15,1067.6,1048.65,1052.4,1035.7397711479018,1048.9273206294438
0,1059.5,2016-12-14,1064.45,1038.2,1039.8,1023.8248874810149,1041.440117453903
0,1039.8,2016-12-13,1041.0,1027.55,1028.0,1011.8458240892985,1027.9935526717622
0,1027.2,2016-12-12,1041.7,1020.5,1020.5,1002.3869278228965,1017.5909933617197
0,1028.95,2016-12-09,1031.85,1020.3,1022.0,1005.2496700947495,1021.024028204579
0,1020.05,2016-12-08,1021.8,1004.35,1005.05,987.640010431976,1005.890181987779
0,999.15,2016-12-07,1007.6,996.35,1004.0,985.3315959453389,1001.3034124210884
0,1005.2,2016-12-06,1006.55,994.6,996.0,978.097289801708,995.7683682399847
0,993.85,2016-12-05,999.7,986.5,995.0,976.1511460740462,993.7546955274902
0,994.75,2016-12-02,1005.0,991.8,995.9,976.7723268500906,992.9094998910889
0,997.75,2016-12-01,1015.0,995.0,1000.0,980.2235698837983,996.1271619047438
0,990.05,2016-11-30,999.95,986.65,999.95,980.6272111960086,997.4634964748238
0,997.7,2016-11-29,1004.3,988.05,989.0,970.133748610838,987.9182244401874
0,986.65,2016-11-28,1000.6,984.1,993.0,973.0506316774627,989.672348325817
0,993.7,2016-11-25,995.9,984.35,990.0,971.4680850768741,989.5721633040453
0,987.35,2016-11-24,1005.55,982.2,1005.55,985.0688918874787,1002.8423093995859
0,1009.0,2016-11-23,1010.5,999.55,1005.0,987.3450875101387,1004.6076338009968
0,1001.45,2016-11-22,1007.8,993.3,997.7,979.1398091849351,996.4016734346413
0,991.5,2016-11-21,993.55,983.2,987.55,968.9645940339265,986.8535953511328
0,987.5,2016-11-18,992.7,982.0,985.0,965.9618535510631,983.2228002762048
0,977.75,2016-11-17,998.15,974.4,986.0,964.8034269076484,982.2115590512797
0,986.55,2016-11-16,996.8,980.7,995.0,975.3435620620871,993.103825645687
0,985.4,2016-11-15,1000.0,979.55,996.5,976.2839322819098,994.1740208418651
0,1001.75,2016-11-11,1017.5,995.1,997.85,978.2708042988031,994.986925121095
0,1010.4,2016-11-10,1028.95,1007.0,1018.6,999.3255161449852,1014.9074477092051
0,1004.6,2016-11-09,1009.0,930.0,950.0,928.8205336633229,965.2653410794035
0,1003.5,2016-11-08,1005.7,998.3,1005.7,987.8779910277178,1004.3080740628706
0,1001.15,2016-11-07,1016.55,999.05,1014.0,994.6807289237306,1010.5452165403162
0,1005.55,2016-11-04,1026.9,1000.0,1020.25,1000.3242670390925,1017.0611152742938
0,1023.95,2016-11-03,1034.75,1020.6,1023.85,1006.1645114911162,1020.7296128927129
0,1023.75,2016-11-02,1042.85,1021.0,1041.0,1022.4176564910092,1037.3330299485594
0,1051.0,2016-11-01,1055.95,1047.4,1051.3,1035.7039460890032,1048.8591918084862
0,1051.2,2016-10-30,1058.75,1046.3,1058.75,1042.8291380714682,1056.6099484519339
0,1054.95,2016-10-28,1058.0,1043.8,1050.0,1034.4921610737117,1049.6495885536426
0,1048.7,2016-10-27,1053.9,1043.4,1051.1,1035.2886703872489,1049.1801576320659
0,1054.05,2016-10-26,1059.45,1052.1,1056.05,1040.6371835231605,1053.1511748228163
0,1060.85,2016-10-25,1065.25,1054.2,1065.0,1049.865905953811,1063.5580429405586
0,1063.3,2016-10-24,1074.0,1060.65,1070.0,1054.437551763887,1066.7762330688215
0,1064.2,2016-10-21,1097.0,1058.4,1097.0,1078.8544713174272,1092.8842414310031
0,1087.55,2016-10-20,1098.0,1084.05,1093.95,1079.6481473441643,1090.8731516205892
0,1087.35,2016-10-19,1094.7,1081.4,1084.45,1070.3641349793477,1082.085274602506
0,1081.1,2016-10-18,1082.75,1062.05,1066.0,1051.6521516241492,1067.5003950389494
0,1060.65,2016-10-17,1080.8,1058.75,1080.0,1063.268904634643,1075.8882043168167
0,1077.65,2016-10-14,1082.0,1061.65,1063.0,1048.2881325972899,1063.3674166155126
0,1057.15,2016-10-13,1089.05,1052.0,1089.0,1070.615424946318,1084.8123475541117
0,1096.35,2016-10-10,1122.0,1094.0,1114.0,1098.4691315326136,1109.1231667716168
0,1109.0,2016-10-07,1123.05,1106.5,1114.0,1100.4378613537897,1110.066013818286
0,1110.8,2016-10-06,1126.25,1092.0,1092.0,1077.591911105593,1091.484021132
0,1089.4,2016-10-05,1106.5,1085.8,1104.0,1089.0409303610645,1100.428429983569
0,1096.35,2016-10-04,1108.3,1092.0,1093.05,1078.9646224569094,1089.6322447980594
0,1090.7,2016-10-03,1107.95,1076.25,1087.0,1071.5663357884375,1085.70937818531
0,1083.7,2016-09-30,1094.55,1066.3,1068.0,1052.781768893433,1067.8926812517432
0,1072.45,2016-09-29,1110.75,1067.4,1095.0,1076.6413932983407,1089.599582760541
0,1090.65,2016-09-28,1108.0,1086.3,1107.9,1092.9538589753038,1104.5939563180507
0,1110.5,2016-09-27,1125.95,1106.6,1117.0,1103.2978596336586,1113.3262026677173
0,1107.2,2016-09-26,1129.55,1100.25,1103.4,1088.554183638196,1099.3589534291345
0,1102.8,2016-09-23,1109.45,1089.0,1089.0,1075.4321565221003,1088.4061898021503
0,1088.95,2016-09-22,1095.8,1079.0,1083.0,1068.8750009124522,1081.6733141067248
0,1072.25,2016-09-21,1084.9,1069.0,1074.0,1058.6358059449678,1070.483790887069
0,1074.2,2016-09-20,1084.75,1069.05,1084.0,1068.928738159431,1081.5439419886386
0,1082.4,2016-09-19,1088.0,1071.0,1072.55,1058.1533532374426,1071.659577459884
0,1075.55,2016-09-16,1093.85,1059.1,1067.0,1050.5493006203037,1066.0182541748115
0,1065.0,2016-09-15,1070.2,1047.0,1047.0,1031.4302605109187,1047.7443119527618
0,1044.75,2016-09-14,1059.0,1040.9,1048.0,1030.9893962255876,1044.6265874375633
0,1046.5,2016-09-12,1056.0,1029.15,1030.4,1013.3940406621309,1030.59085079802
0,1044.55,2016-09-09,1049.9,1030.0,1035.0,1018.5185265266712,1035.1774618282911
0,1033.4,2016-09-08,1035.95,1020.2,1023.05,1006.36742555616,1023.2191901677093
0,1017.65,2016-09-07,1027.05,1013.05,1022.0,1004.1098329976783,1019.5815464045456
0,1019.9,2016-09-06,1025.0,1015.0,1019.9,1002.602677048269,1017.920846587687
0,1013.35,2016-09-02,1032.55,1002.3,1031.1,1011.6084583651125,1029.7556411346102
0,1029.2,2016-09-01,1072.75,1025.7,1053.0,1031.8356001010445,1046.7677463451616
0,1060.0,2016-08-31,1074.0,1047.0,1064.9,1048.3305542138612,1064.0548915948327
0,1066.4,2016-08-30,1068.5,1053.0,1062.0,1047.1078039078284,1062.351560873259
0,1057.45,2016-08-29,1059.75,1026.1,1027.25,1011.0123940262554,1031.591692307716
0,1027.9,2016-08-26,1030.8,1014.6,1017.9,1000.8856602483334,1018.0904292547207
0,1012.7,2016-08-25,1029.0,1009.0,1021.2,1002.2969235394837,1017.8651172415009
0,1020.5,2016-08-24,1021.95,1011.0,1011.7,994.6344787708701,1011.1031879829034
0,1010.45,2016-08-23,1015.0,1005.0,1012.0,994.2541593198841,1010.3358322937786
0,1011.85,2016-08-22,1019.7,1007.2,1012.0,993.9713692721814,1009.6571382417571
0,1014.9,2016-08-19,1022.0,1007.1,1018.0,1000.0936522445402,1016.7046290836815
0,1018.05,2016-08-18,1023.65,1016.0,1016.0,998.6625529247945,1013.1134420321227
0,1013.3,2016-08-17,1028.8,1007.2,1024.1,1005.2267854177769,1021.6004972077543
0,1024.9,2016-08-16,1044.8,1015.5,1036.25,1017.3302242034645,1034.0860835999267
0,1035.8,2016-08-12,1042.9,1017.0,1017.0,999.6436387115091,1017.8290946122618
0,1014.1,2016-08-11,1022.85,999.6,1001.95,983.4716010915624,1001.7365852417831
0,1003.65,2016-08-10,1034.55,1002.0,1031.25,1010.318757838422,1026.3046266669699
0,1030.7,2016-08-09,1034.5,1021.0,1027.0,1010.2019720727412,1026.3119226756548
0,1029.25,2016-08-08,1034.0,1018.65,1019.9,1002.857788307406,1019.1434118957994
0,1016.25,2016-08-05,1019.0,997.05,998.0,980.1138033843054,999.5744678683344
0,993.0,2016-08-04,1000.0,983.4,999.0,979.8922004760009,998.4098675424559
0,993.95,2016-08-03,1014.4,991.5,1014.4,994.1242856206322,1010.7317537386725
0,1012.8,2016-08-02,1020.0,1006.3,1008.0,990.0014002075088,1006.0589265314065
0,1009.5,2016-08-01,1020.3,1005.05,1018.0,999.5400803766604,1015.5556744661758
0,1014.9,2016-07-29,1024.9,1012.0,1024.0,1005.9843869101985,1021.2274693279596
0,1026.35,2016-07-28,1030.5,1013.05,1014.95,997.7038434933656,1014.9437375911496
0,1013.1,2016-07-27,1026.0,1008.95,1023.05,1004.55071196828,1020.3042299818992
0,1024.05,2016-07-26,1034.8,1015.2,1023.0,1005.0871432565737,1021.3559940398336
0,1022.75,2016-07-25,1023.75,1007.35,1014.0,996.852555123779,1015.0648383479527
0,1014.85,2016-07-22,1017.8,1005.1,1006.0,988.4527419847777,1005.3112218501785
0,1006.35,2016-07-21,1025.0,1005.0,1024.0,1004.6211026668723,1020.0949200906989
0,1023.0,2016-07-20,1028.3,1016.55,1019.95,1002.7150346859271,1018.2464190278918
0,1017.8,2016-07-19,1022.95,995.3,1006.0,987.7947759317644,1008.4120756744901
0,1006.25,2016-07-18,1038.75,1001.75,1028.0,1006.8764333096519,1023.4155790602609
0,1012.2,2016-07-15,1021.0,1003.5,1009.0,990.6942689624786,1007.5263919252891
0,1004.9,2016-07-14,1014.1,998.25,1008.1,989.4746064264175,1006.2806163732697
0,1008.75,2016-07-13,1016.7,1004.15,1005.2,986.987311964145,1002.7103689238063
0,1003.4,2016-07-12,1005.0,991.0,995.25,977.1503993330971,995.5264052824224
0,992.5,2016-07-11,994.95,985.5,991.0,972.4839445085454,989.9836037003347
0,978.4,2016-07-08,989.0,976.35,987.0,967.0393186260455,984.0619857732365
0,987.9,2016-07-07,1000.5,986.15,992.5,972.8021698732689,989.0492381883504
0,993.1,2016-07-05,1002.9,980.3,986.1,966.4900776517818,985.5713675469017
0,986.7,2016-07-04,993.6,975.5,975.5,955.9485503623862,974.7628027392238
0,973.45,2016-07-01,976.8,970.0,972.75,953.2866241362202,970.7639868743777
0,969.15,2016-06-30,977.5,967.05,972.0,951.7969848472587,969.1817350416618
0,966.9,2016-06-29,968.95,960.0,962.0,942.1842638319423,960.9928085998115
0,957.8,2016-06-28,961.55,955.0,956.4,936.0965619978903,954.2298290785693
0,955.65,2016-06-27,958.4,940.5,940.5,919.6268256478041,941.3418628487195
0,951.45,2016-06-24,964.9,933.4,964.9,942.5279998931838,966.286011829812
0,980.45,2016-06-23,982.0,970.0,979.95,960.7644054490895,980.0762919205374
0,980.5,2016-06-22,985.9,977.1,985.0,965.6853933302459,982.9082380114202
0,987.1,2016-06-21,994.15,979.7,994.1,974.7751156899733,992.9636173105989
0,990.2,2016-06-20,992.6,968.0,972.15,952.8141133353414,974.70862438817
0,974.9,2016-06-17,978.65,970.1,977.0,957.5173221947559,975.4299840882884
0,976.3,2016-06-16,983.65,967.05,981.0,960.9882139397373,980.296690811929
0,984.6,2016-06-15,986.5,973.75,980.0,960.9598692889567,980.0261435500381
0,976.25,2016-06-14,985.4,969.3,980.95,960.8236615266997,979.397726663009
0,981.1,2016-06-13,983.45,963.05,969.9,950.2941897730366,971.6172243410838
0,976.7,2016-06-10,984.4,968.3,974.0,953.9799633049996,972.7509188612757
0,971.15,2016-06-09,976.45,956.2,960.0,939.6616899655085,960.5537530488798
0,954.1,2016-06-08,958.0,949.15,958.0,937.4111303147001,956.6084249413218
0,955.05,2016-06-07,960.95,951.6,957.25,936.5356440933938,955.1379163857835
0,954.8,2016-06-06,963.0,952.55,961.0,940.0684687152075,958.4250612147678
0,959.65,2016-06-03,962.9,955.85,960.0,939.8148263574875,958.220044604325
0,956.25,2016-06-02,957.15,945.1,954.5,934.0901211602945,954.9569374527991
0,953.6,2016-06-01,966.1,951.8,957.95,936.466329854152,954.6650337782822
0,957.85,2016-05-31,973.0,956.5,969.0,947.4709356966749,965.4968276088009
0,968.7,2016-05-30,981.5,965.0,976.4,955.601175347801,973.6544400919072
0,974.7,2016-05-27,976.9,948.75,949.05,928.7408066540095,952.4506914818929
0,946.85,2016-05-26,952.4,944.1,950.0,928.9306304092565,947.8091805815012
0,951.2,2016-05-25,952.8,941.15,949.85,929.1425029597154,949.9569033460982
0,940.45,2016-05-24,944.0,928.05,928.05,906.4148908681425,928.2074723209084
0,930.0,2016-05-23,940.7,925.65,937.35,914.7428257791796,935.1940668386243
0,934.2,2016-05-20,954.5,931.35,952.0,928.5897961769322,948.6228391941561
0,951.2,2016-05-19,971.9,945.6,971.7,949.0238377743794,969.0508073696026
0,970.55,2016-05-18,972.5,964.1,965.9,946.3069968166063,964.7750862469641
0,969.15,2016-05-17,983.1,966.35,980.25,959.3901668592089,977.2392454272388
0,975.95,2016-05-16,982.5,971.1,977.0,957.2394484730651,975.0591776533577
0,978.15,2016-05-13,990.55,975.0,988.95,968.7261834792328,986.1742606034065
0,992.8,2016-05-12,994.2,975.05,976.0,957.1115159997466,977.4969427726344
0,975.4,2016-05-11,980.75,970.0,971.8,952.1118770424607,969.9897383386572
0,982.55,2016-05-10,984.7,978.0,983.1,964.2100542175574,981.5673762270326
0,983.1,2016-05-09,986.0,972.8,975.0,955.7764150364251,974.6329836765275
0,968.95,2016-05-06,976.8,967.0,973.0,952.8553576728009,970.2461600489738
0,975.25,2016-05-05,983.45,970.9,980.0,960.0437367507682,977.8583035568787
0,978.1,2016-05-04,983.7,973.0,974.05,954.4852621778887,972.0990514587768
0,975.8,2016-05-03,994.95,972.75,988.0,966.8734512047315,984.4339386710014
0,986.95,2016-05-02,992.4,978.0,979.0,959.7381327242647,977.9409613375782
0,982.7,2016-04-29,998.55,978.85,993.45,973.031000897852,990.423101202307
0,996.7,2016-04-28,1019.2,990.95,1014.0,993.4769687998817,1010.8583090010251
0,1019.4,2016-04-27,1025.95,1016.0,1017.9,1000.4662600320376,1015.2810381659665
0,1016.95,2016-04-26,1023.9,1007.5,1015.4,997.5323652527438,1014.3967608622404
0,1016.9,2016-04-25,1044.45,1012.3,1044.45,1024.4770672353927,1040.6615426688838
0,1038.95,2016-04-22,1047.5,1029.3,1039.0,1022.0932070603235,1037.8187159093372
0,1041.15,2016-04-21,1052.0,1035.0,1041.4,1024.4899489345541,1038.9777956375149
0,1037.3,2016-04-20,1069.2,1035.8,1069.2,1049.9331922100675,1064.1014723436585
0,1064.75,2016-04-18,1066.8,1055.4,1065.8,1051.018719444113,1065.2543366316443
0,1066.05,2016-04-13,1069.9,1052.55,1052.55,1037.400426711737,1052.3864088066207
0,1047.4,2016-04-12,1057.45,1038.05,1040.3,1023.6490569242653,1038.557192394978
0,1040.3,2016-04-11,1045.5,1033.0,1037.0,1020.6446502100036,1035.4570293213962
0,1036.35,2016-04-08,1054.45,1031.2,1035.9,1017.9321173518861,1032.3145235104437
0,1037.25,2016-04-07,1048.0,1022.1,1034.9,1017.4039280539178,1034.8756025871346
0,1033.75,2016-04-06,1036.7,1022.6,1032.1,1015.5056652718456,1031.9736974917994
0,1026.95,2016-04-05,1042.4,1022.2,1031.35,1013.2332242301595,1028.195475370185
0,1035.05,2016-04-04,1042.2,1025.3,1040.0,1023.0647882263424,1039.211839313973
0,1034.45,2016-04-01,1046.3,1025.0,1039.1,1021.5960469047982,1037.6477064264484
0,1045.2,2016-03-31,1056.0,1032.7,1041.0,1024.0212253431425,1040.1425612821392
0,1047.05,2016-03-30,1051.75,1042.7,1042.7,1026.878928014182,1040.3432855411593
0,1036.25,2016-03-29,1042.0,1020.2,1023.8,1006.7637125748299,1024.2698981046717
0,1020.4,2016-03-28,1031.7,1015.65,1030.0,1012.0427670911736,1027.5693357351622
0,1029.2,2016-03-23,1046.9,1022.4,1046.9,1028.5946313509874,1044.504977944435
0,1047.85,2016-03-22,1052.25,1035.65,1037.0,1020.8983847375789,1036.5887630342538
0,1037.3,2016-03-21,1041.5,1022.75,1027.95,1011.2242521662499,1028.3065981621398
0,1027.2,2016-03-18,1030.15,1015.7,1018.25,1001.2736913410163,1017.9828777849425
0,1016.0,2016-03-17,1036.9,1012.0,1027.0,1007.7275699867193,1023.2621213507449
0,1021.75,2016-03-16,1025.8,1005.45,1021.0,1003.4319912379262,1022.2336364671911
0,1020.5,2016-03-15,1027.85,1015.1,1024.0,1006.4614278493666,1022.0074939186627
0,1019.75,2016-03-14,1026.4,1012.95,1019.1,1001.5302724900891,1017.4286638092781
0,1014.5,2016-03-11,1029.55,1010.6,1014.9,996.2016282828595,1011.4705226844077
0,1011.75,2016-03-10,1045.9,1009.0,1042.05,1021.1247251152204,1037.0717816208341
0,1041.7,2016-03-09,1043.9,1018.6,1020.0,1003.3312737010058,1022.4731277658506
0,1027.0,2016-03-08,1030.9,1007.5,1007.5,990.0248653998503,1008.9241070131404
0,1006.4,2016-03-04,1015.0,1003.5,1014.0,995.6982640703595,1011.3808281101641
0,1012.85,2016-03-03,1018.0,997.5,1010.0,991.8714624822949,1010.8017741807664
0,1001.5,2016-03-02,1005.75,987.25,992.9,974.3107084130272,993.3511211693126
0,981.3,2016-03-01,985.05,964.65,964.7,944.9829733669201,965.6662415749894
0,966.65,2016-02-29,994.6,935.0,951.3,927.351274157493,953.5261932339831
0,950.35,2016-02-26,958.75,944.3,953.0,931.6378998014948,951.3310383736788
0,944.1,2016-02-25,956.55,940.85,954.2,932.1822586852429,951.5680039898189
0,952.65,2016-02-24,958.55,942.0,944.9,923.7189413646511,944.4075172838403
0,949.65,2016-02-23,967.2,942.75,963.1,940.6317241653007,960.9418681276152
0,962.3,2016-02-22,968.3,944.1,944.1,923.0543645515911,945.240203080547
0,944.35,2016-02-19,952.75,937.35,940.0,918.2600337549152,938.3629266517564
0,940.1,2016-02-18,968.7,936.0,962.95,938.8419892565544,959.0594571181725
0,952.6,2016-02-17,957.45,916.4,935.1,912.9135691121493,941.3742620303628
0,930.55,2016-02-16,958.0,927.0,951.1,926.6425829786459,947.157290560963
0,946.75,2016-02-15,951.35,918.0,918.0,895.8179449156145,921.8828449567482
0,906.55,2016-02-12,933.9,888.1,933.9,907.5838564823778,934.3983807409685
0,924.55,2016-02-11,965.95,915.5,962.85,936.2724727750914,959.3801192670027
0,962.65,2016-02-10,973.0,948.65,951.7,930.3681999304864,951.4214747016962
0,957.5,2016-02-09,968.8,950.0,952.9,931.4869532881567,950.9795569541908
0,961.05,2016-02-08,984.8,957.95,971.1,948.6549429542039,966.9720877621303
0,970.9,2016-02-05,982.0,961.4,979.1,958.368471685792,978.1578708312517
0,973.05,2016-02-04,1001.0,965.7,988.0,965.5265259954151,984.6482853780548
0,981.4,2016-02-03,994.0,975.0,988.0,967.7698367890903,985.922671507617
0,1001.15,2016-02-02,1032.8,990.5,1030.3,1008.770483555101,1027.7932726489964
0,1030.3,2016-02-01,1041.8,1025.55,1039.95,1022.4875255264917,1037.4537359528342
0,1035.4,2016-01-29,1040.0,1018.0,1018.95,1001.9325451545571,1019.7881979572239
0,1016.9,2016-01-28,1021.8,997.1,1001.0,982.8787474700341,1002.5587174176355
0,999.35,2016-01-27,1010.0,996.95,1008.1,989.2150936350058,1005.1661180646181
0,1003.95,2016-01-25,1018.75,1000.0,1010.0,990.7955475106205,1006.865694136161
0,1004.15,2016-01-22,1011.0,994.05,994.05,975.4680841554257,992.9820112257607
0,984.2,2016-01-21,1025.75,976.7,1017.55,994.1256159702855,1013.1987953375091
0,1004.55,2016-01-20,1034.9,990.0,1034.9,1013.5374332976319,1033.6480981456368
0,1043.6,2016-01-19,1049.8,1014.1,1029.0,1011.7131545631926,1032.9858874674742
0,1016.85,2016-01-18,1083.95,1008.1,1075.0,1050.327499085752,1068.6305634675443
0,1073.3,2016-01-15,1089.5,1065.6,1069.75,1053.817920266005,1066.8212807382943
0,1061.65,2016-01-14,1081.0,1053.05,1063.85,1046.9209778481038,1061.042434586095
0,1076.85,2016-01-13,1089.75,1047.2,1053.1,1036.7330057846718,1055.8323997675575
